test_id	gene	SGCore_FPKM	Total_FPKM	Fold change	Localization	test_stat	p_value	q_value	significant	Number of RNA molecules in SGs per cell	Number of RNA molecules in cell	Fraction of RNA molecules in SGs	Translation efficiency	Transcript length	5'UTR length	3'UTR length	CDS length	GC content	Mito
ENSG00000117616	C1orf63	5.722	15.251	0.375	depleted	2.34676	0.00025	0.00105484	yes	0.525	11.933	0.044	0.294573643410853	3034	1125	35	873	46.4	Tnon_mito
ENSG00000162757	C1orf74	3.377	2.873	1.176	Neither	-0.801958	0.16505	0.302672	no	0.310	2.248	0.138	0.714285714285714	4684	181	3616	810	44.56	Tnon_mito
ENSG00000198715	C1orf85	2.040	3.701	0.551	Neither	2.05206	0.00025	0.00105484	yes	0.187	2.896	0.065	1.42285714285714	1851	392	#N/A	1221	53.92	Tnon_mito
ENSG00000162585	C1orf86	12.223	13.620	0.897	Neither	0.380463	0.5083	0.652187	no	1.122	10.657	0.105	1.98058252427184	4478	25	12	588	60.96	Tnon_mito
ENSG00000108561	C1QBP	52.441	131.971	0.397	depleted	2.58661	0.00005	0.000236361	yes	4.814	103.264	0.047	1.36529242569511	1169	275	213	849	46.67	Tmito
ENSG00000131094	C1QL1	22.007	38.032	0.579	Neither	3.75825	0.00005	0.000236361	yes	2.020	29.759	0.068	#N/A	1295	22	#N/A	777	56.53	Tnon_mito
ENSG00000186897	C1QL4	3.376	5.487	0.615	Neither	2.88977	0.00005	0.000236361	yes	0.310	4.293	0.072	#N/A	2071	710	#N/A	717	59.48	Tnon_mito
ENSG00000145861	C1QTNF2	1.225	1.476	0.830	Neither	0.938524	0.099	0.206526	no	0.112	1.155	0.097	#N/A	2414	3	#N/A	993	46.95	Tnon_mito
ENSG00000133466	C1QTNF6	4.911	5.673	0.866	Neither	0.294703	0.60595	0.730425	no	0.451	4.439	0.102	#N/A	5003	75	#N/A	837	50.64	Tnon_mito
ENSG00000159403	C1R	4.557	5.535	0.823	Neither	0.385676	0.49535	0.640787	no	0.418	4.331	0.097	#N/A	3501	228	222	2160	51.4	Tnon_mito
ENSG00000139178	C1RL	13.108	12.193	1.075	Neither	-0.203751	0.7196	0.816484	no	1.203	9.541	0.126	#N/A	3394	92	#N/A	1464	49.07	Tnon_mito
ENSG00000197183	C20orf112	29.383	13.925	2.110	enriched	-2.63765	0.00005	0.000236361	yes	2.697	10.896	0.248	#N/A	6577	956	81	2043	54.39	Tnon_mito
ENSG00000088854	C20orf194	5.920	2.780	2.129	enriched	-3.95661	0.00005	0.000236361	yes	0.543	2.176	0.250	0.57957957957958	6869	67	3266	3534	43.79	Tnon_mito
ENSG00000171984	C20orf196	0.518	1.396	0.371	depleted	2.41072	0.00005	0.000236361	yes	0.048	1.092	0.044	#N/A	1154	90	448	618	43.35	Tnon_mito
ENSG00000101084	C20orf24	18.398	63.694	0.289	depleted	3.08414	0.00005	0.000236361	yes	1.689	49.839	0.034	#N/A	1170	217	333	432	49.21	Tmito
ENSG00000101220	C20orf27	35.960	48.879	0.736	Neither	2.01265	0.00065	0.00253947	yes	3.301	38.247	0.086	1.67870967741935	1886	724	549	600	56.32	Tnon_mito
ENSG00000196476	C20orf96	0.646	2.127	0.304	depleted	4.52042	0.00005	0.000236361	yes	0.059	1.665	0.036	1.88888888888889	1608	174	#N/A	1092	48.38	Tnon_mito
ENSG00000160226	C21orf2	7.293	6.010	1.214	Neither	-0.830753	0.1391	0.267251	no	0.669	4.702	0.142	0.46242774566474	4532	207	306	1128	60.43	Tnon_mito
ENSG00000160221	C21orf33	12.471	26.529	0.470	depleted	4.33574	0.00005	0.000236361	yes	1.145	20.758	0.055	1.51552038953135	1674	92	#N/A	807	58.55	Tmito
ENSG00000160298	C21orf58	8.663	5.190	1.669	Neither	-3.05658	0.00005	0.000236361	yes	0.795	4.061	0.196	0.0632183908045977	2975	1236	1	969	52.19	Tnon_mito
ENSG00000159079	C21orf59	7.504	15.800	0.475	depleted	3.5274	0.00005	0.000236361	yes	0.689	12.363	0.056	1.24419155998103	2503	622	48	873	47.5	Tnon_mito
ENSG00000154642	C21orf91	7.031	8.858	0.794	Neither	0.889019	0.12115	0.241811	no	0.645	6.931	0.093	0.704081632653061	5433	161	332	894	37.16	Tnon_mito
ENSG00000128346	C22orf23	4.820	2.418	1.993	Neither	-1.89183	0.004	0.013026	yes	0.442	1.892	0.234	#N/A	1777	395	49	654	50.35	Tnon_mito
ENSG00000215012	C22orf29	17.750	10.808	1.642	Neither	-1.54448	0.0072	0.0219925	yes	1.629	8.457	0.193	0.821100917431193	6785	443	#N/A	1095	55.11	Tpossible_mito
ENSG00000242259	C22orf39	12.396	11.876	1.044	Neither	-0.079519	0.886	0.926698	no	1.138	9.293	0.122	2.93975903614458	3350	432	893	429	47.03	Tnon_mito
ENSG00000184208	C22orf46	10.305	6.315	1.632	Neither	-1.04775	0.0721	0.159111	no	0.946	4.942	0.191	0.371134020618557	4975	84	4157	732	51.21	Tnon_mito
ENSG00000157617	C2CD2	13.550	7.251	1.869	Neither	-1.2856	0.0247	0.0644665	no	1.244	5.674	0.219	#N/A	6345	241	4011	2091	47.89	Tnon_mito
ENSG00000172375	C2CD2L	3.800	1.888	2.013	Neither	-1.40141	0.0282	0.0722185	no	0.349	1.477	0.236	0.713080168776371	5931	358	#N/A	2124	52.4	Tnon_mito
ENSG00000168014	C2CD3	27.209	11.036	2.465	enriched	-2.56001	0.00005	0.000236361	yes	2.498	8.636	0.289	0.276119402985075	7960	226	#N/A	7062	40.35	Tnon_mito
ENSG00000183186	C2CD4C	3.455	3.665	0.943	Neither	0.362203	0.5291	0.67028	no	0.317	2.867	0.111	#N/A	3129	164	1657	1266	68.44	Tnon_mito
ENSG00000111731	C2CD5	12.719	6.984	1.821	Neither	-1.72386	0.0027	0.0091827	yes	1.168	5.464	0.214	0.45973496432212	4436	226	63	3165	34.95	Tnon_mito
ENSG00000241962	C2orf15	4.786	10.342	0.463	Neither	1.49669	0.01305	0.0371563	yes	0.439	8.093	0.054	#N/A	1947	452	#N/A	576	41.24	Tnon_mito
ENSG00000115998	C2orf42	6.434	10.769	0.597	Neither	1.19529	0.02765	0.0710698	no	0.591	8.426	0.070	0.24904214559387	2581	515	#N/A	1725	43.21	Tnon_mito
ENSG00000118961	C2orf43	6.192	4.819	1.285	Neither	-0.876762	0.11695	0.235553	no	0.568	3.771	0.151	1.46078431372549	3837	143	278	1113	38.21	Tnon_mito
ENSG00000163026	C2orf44	7.012	13.343	0.526	Neither	2.6802	0.00005	0.000236361	yes	0.644	10.440	0.062	0.607949412827462	3817	47	#N/A	2166	43.29	Tnon_mito
ENSG00000162972	C2orf47	6.275	18.656	0.336	depleted	2.16482	0.00045	0.00181548	yes	0.576	14.598	0.039	0.991002570694087	1495	301	#N/A	876	39.93	Tmito
ENSG00000135974	C2orf49	19.149	15.115	1.267	Neither	-1.05872	0.06685	0.149263	no	1.758	11.827	0.149	1.02222222222222	4768	228	3839	699	38.53	Tnon_mito
ENSG00000239605	C2orf61	3.811	3.964	0.961	Neither	0.017258	0.95355	0.967828	no	0.350	3.102	0.113	#N/A	1621	35	1050	534	47.28	Tnon_mito
ENSG00000168887	C2orf68	22.672	19.448	1.166	Neither	-0.470359	0.3918	0.54842	no	2.081	15.218	0.137	0.528169014084507	2837	81	63	501	51.15	Tnon_mito
ENSG00000178074	C2orf69	7.877	8.329	0.946	Neither	0.269274	0.6314	0.749918	no	0.723	6.517	0.111	0.700729927007299	3728	182	#N/A	1158	38	Tmito
ENSG00000237651	C2orf74	1.040	2.853	0.365	Neither	1.36498	0.03645	0.0899566	no	0.095	2.232	0.043	0.145161290322581	1070	150	#N/A	585	44.26	Tnon_mito
ENSG00000186132	C2orf76	1.384	4.470	0.310	depleted	4.0461	0.00005	0.000236361	yes	0.127	3.498	0.036	0.735	1150	325	#N/A	381	39.21	Tnon_mito
ENSG00000159239	C2orf81	3.088	2.168	1.424	Neither	-0.517999	0.3235	0.480363	no	0.283	1.696	0.167	#N/A	7033	349	100	1596	46.04	Tnon_mito
ENSG00000182600	C2orf82	0.938	1.400	0.670	Neither	0.147039	0.59755	0.724316	no	0.086	1.095	0.079	#N/A	2782	189	49	366	50.37	Tnon_mito
ENSG00000125730	C3	2.610	1.176	2.218	Neither	-0.877098	0.0474	0.112351	no	0.240	0.921	0.260	#N/A	5263	322	283	4992	51.26	Tnon_mito
ENSG00000163608	C3orf17	30.948	30.664	1.009	Neither	-0.0348134	0.95435	0.968368	no	2.841	23.994	0.118	0.283479061205706	4992	213	74	1704	39.07	Tnon_mito
ENSG00000088543	C3orf18	8.317	5.354	1.553	Neither	-1.41483	0.02045	0.0547919	no	0.763	4.189	0.182	#N/A	2655	288	134	489	55.98	Tnon_mito
ENSG00000174928	C3orf33	1.454	2.122	0.685	Neither	1.49845	0.00775	0.0234678	yes	0.133	1.660	0.080	0.666666666666667	1926	133	15	885	40.75	Tmito
ENSG00000179021	C3orf38	9.971	14.605	0.683	Neither	0.975134	0.0871	0.185963	no	0.915	11.428	0.080	0.535787321063395	2633	309	#N/A	990	38.06	Tnon_mito
ENSG00000114529	C3orf52	4.202	6.461	0.650	Neither	1.60095	0.0059	0.0183983	yes	0.386	5.056	0.076	0.401408450704225	3722	72	516	753	42.44	Tnon_mito
ENSG00000181744	C3orf58	7.350	7.367	0.998	Neither	0.0070639	0.9889	0.991456	no	0.675	5.765	0.117	0.657185628742515	4346	534	2517	1293	37.13	Tnon_mito
ENSG00000188315	C3orf62	8.674	4.453	1.948	Neither	-1.50003	0.01	0.029395	yes	0.796	3.485	0.228	0.0062111801242236	4235	1036	61	804	48.07	Tnon_mito
ENSG00000163689	C3orf67	2.975	3.375	0.881	Neither	0.395257	0.49075	0.636798	no	0.273	2.641	0.103	0.278350515463918	4108	418	87	2070	38.65	Tnon_mito
ENSG00000138658	C4orf21	8.930	6.971	1.281	Neither	-0.700049	0.21885	0.367764	no	0.820	5.455	0.150	0.125506072874494	6652	262	172	6315	37.99	Tnon_mito
ENSG00000174792	C4orf26	0.737	2.148	0.343	depleted	2.57266	0.00005	0.000236361	yes	0.068	1.681	0.040	#N/A	1874	34	10	531	42.64	Tnon_mito
ENSG00000056050	C4orf27	5.159	5.713	0.903	Neither	0.444414	0.43775	0.590071	no	0.474	4.471	0.106	0.751258087706686	1230	75	112	1041	38.6	Tnon_mito
ENSG00000164074	C4orf29	1.381	1.838	0.751	Neither	0.644266	0.25815	0.410912	no	0.127	1.438	0.088	0.71824480369515	5450	300	#N/A	1245	39.82	Tnon_mito
ENSG00000164096	C4orf3	4.463	20.795	0.215	depleted	6.90829	0.00005	0.000236361	yes	0.410	16.271	0.025	0.842829076620825	2960	385	79	600	42.89	Tnon_mito
ENSG00000174749	C4orf32	0.908	1.054	0.862	Neither	0.889107	0.12425	0.245973	no	0.083	0.825	0.101	1.58602150537634	8901	183	8317	399	37.35	Tnon_mito
ENSG00000163633	C4orf36	1.773	3.214	0.552	Neither	0.455543	0.2549	0.407565	no	0.163	2.515	0.065	#N/A	2306	353	#N/A	354	43.68	Tnon_mito
ENSG00000205208	C4orf46	11.490	6.211	1.850	Neither	-2.27419	0.00015	0.000660424	yes	1.055	4.860	0.217	1.01986754966887	3521	244	3068	342	41.13	Tnon_mito
ENSG00000243449	C4orf48	2.947	18.298	0.161	depleted	7.4384	0.00005	0.000236361	yes	0.271	14.318	0.019	#N/A	477	125	43	387	69.21	Tnon_mito
ENSG00000197405	C5AR1	1.212	1.071	1.131	Neither	-0.251632	0.65365	0.766773	no	0.111	0.838	0.133	#N/A	2311	353	#N/A	1053	49.69	Tnon_mito
ENSG00000113583	C5orf15	54.891	49.972	1.098	Neither	-0.431135	0.4493	0.600631	no	5.039	39.101	0.129	2.54226618705036	2358	202	1356	798	39.91	Tnon_mito
ENSG00000082213	C5orf22	18.938	20.366	0.930	Neither	0.343272	0.5513	0.688136	no	1.738	15.936	0.109	1.51666666666667	3612	126	2155	1329	39.88	Tnon_mito
ENSG00000181904	C5orf24	74.591	24.028	3.104	enriched	-1.98677	0.00075	0.00288898	yes	6.847	18.801	0.364	1.91546762589928	5065	617	#N/A	567	41.93	Tnon_mito
ENSG00000151881	C5orf28	5.599	10.632	0.527	Neither	3.02079	0.00005	0.000236361	yes	0.514	8.319	0.062	0.657142857142857	2950	150	242	648	38.29	Tnon_mito
ENSG00000172244	C5orf34	4.321	5.974	0.723	Neither	1.50449	0.0081	0.0244162	yes	0.397	4.675	0.085	1.50769230769231	2507	339	66	1917	37.92	Tnon_mito
ENSG00000197603	C5orf42	21.839	5.958	3.665	enriched	-2.99927	0.00005	0.000236361	yes	2.005	4.662	0.430	0.344154197311692	11199	183	102	9594	38.94	Tnon_mito
ENSG00000161010	C5orf45	8.558	9.901	0.864	Neither	0.111256	0.7409	0.830634	no	0.786	7.747	0.101	0.30379746835443	4145	113	#N/A	1032	49.4	Tnon_mito
ENSG00000178776	C5orf46	1.158	3.709	0.312	depleted	3.66051	0.00005	0.000236361	yes	0.106	2.902	0.037	#N/A	573	36	316	264	37.77	Tnon_mito
ENSG00000205765	C5orf51	9.604	12.311	0.780	Neither	0.8526	0.13065	0.254645	no	0.882	9.633	0.092	1.37564102564103	5241	18	931	885	36.01	Tnon_mito
ENSG00000221886	C5orf54	0.725	1.112	0.652	Neither	1.94937	0.0014	0.00510499	yes	0.067	0.870	0.076	0.82798833819242	2851	458	#N/A	1785	40	Tpossible_mito
ENSG00000197536	C5orf56	0.869	1.169	0.743	Neither	0.75338	0.18985	0.333687	no	0.080	0.914	0.087	#N/A	4767	405	2346	381	47.84	#N/A
ENSG00000164241	C5orf63	1.136	3.731	0.305	depleted	2.04528	0.0008	0.00305868	yes	0.104	2.919	0.036	#N/A	5680	101	55	417	39.03	Tpossible_mito
ENSG00000186577	C6orf1	3.797	8.742	0.434	depleted	4.29356	0.00005	0.000236361	yes	0.349	6.840	0.051	#N/A	1487	491	60	480	61.63	Tnon_mito
ENSG00000196821	C6orf106	34.683	16.609	2.088	enriched	-3.19112	0.00005	0.000236361	yes	3.184	12.996	0.245	1.14951768488746	4418	255	55	897	41.83	Tnon_mito
ENSG00000185127	C6orf120	11.487	13.268	0.866	Neither	0.424255	0.44185	0.593693	no	1.054	10.382	0.102	1.45833333333333	2667	269	1820	576	45.78	Tnon_mito
ENSG00000146476	C6orf211	7.600	10.258	0.741	Neither	1.51107	0.0089	0.0265296	yes	0.698	8.027	0.087	1.18165053019825	2576	328	#N/A	1326	39.28	Tnon_mito
ENSG00000221821	C6orf226	1.113	2.336	0.476	depleted	2.27312	0.0002	0.000861904	yes	0.102	1.828	0.056	#N/A	552	27	217	306	59.6	Tnon_mito
ENSG00000154079	C6orf57	0.235	1.075	0.218	depleted	1.79768	0.0022	0.00765145	yes	0.022	0.841	0.026	2.16470588235294	1196	23	844	327	40.87	Tpossible_mito
ENSG00000112308	C6orf62	45.967	29.207	1.574	Neither	-2.16105	0.00015	0.000660424	yes	4.219	22.854	0.185	0.0702979515828678	4134	2167	40	690	40.31	Tnon_mito
ENSG00000198663	C6orf89	36.612	18.109	2.022	enriched	-3.26233	0.00005	0.000236361	yes	3.361	14.169	0.237	0.953389830508475	6861	207	1113	1065	42.84	Tnon_mito
ENSG00000175600	C7orf10	2.163	13.574	0.159	depleted	5.45007	0.00005	0.000236361	yes	0.199	10.621	0.019	0.157377049180328	1645	22	151	1416	38.71	#N/A
ENSG00000136197	C7orf25	1.346	1.501	0.897	Neither	0.0737566	0.87305	0.918396	no	0.124	1.174	0.105	0.950684931506849	2451	442	12	1440	47.71	Tnon_mito
ENSG00000146576	C7orf26	41.732	38.659	1.080	Neither	-0.416342	0.46595	0.615385	no	3.831	30.250	0.127	0.552132701421801	2182	266	#N/A	1350	53.11	Tnon_mito
ENSG00000153790	C7orf31	1.955	2.270	0.861	Neither	0.481796	0.3918	0.54842	no	0.179	1.776	0.101	0.201438848920863	3357	638	#N/A	1773	40.32	Tnon_mito
ENSG00000180354	C7orf41	4.557	8.686	0.525	Neither	2.69785	0.00005	0.000236361	yes	0.418	6.796	0.062	0.879518072289157	5937	326	5213	396	46.82	#N/A
ENSG00000146826	C7orf43	6.601	6.832	0.966	Neither	0.0739117	0.89545	0.932314	no	0.606	5.346	0.113	0.682758620689655	2520	185	83	1743	60.47	Tnon_mito
ENSG00000122783	C7orf49	30.508	19.549	1.561	Neither	-1.02198	0.0038	0.0124438	yes	2.800	15.296	0.183	1.11428571428571	2576	311	43	474	40.03	Tnon_mito
ENSG00000146540	C7orf50	74.909	95.007	0.788	Neither	1.37957	0.01575	0.0437809	yes	6.876	74.341	0.092	1.00548847420417	2621	925	#N/A	585	57.69	Tnon_mito
ENSG00000164898	C7orf55	0.244	5.754	0.042	depleted	1.35713	0.00165	0.00591145	yes	0.022	4.503	0.005	#N/A	1210	252	#N/A	342	46.51	Tmito
ENSG00000146963	C7orf55-LUC7L2	33.406	28.051	1.191	Neither	-0.655003	0.24225	0.393325	no	3.066	21.949	0.140	1.21020451191229	2837	476	#N/A	1179	40.36	Tnon_mito
ENSG00000164603	C7orf60	2.445	4.439	0.551	Neither	2.00481	0.00075	0.00288898	yes	0.224	3.473	0.065	1.06752411575563	3981	165	106	1218	36.97	Tnon_mito
ENSG00000243317	C7orf73	4.035	7.002	0.576	Neither	2.70741	0.00005	0.000236361	yes	0.370	5.478	0.068	3.816	2450	83	#N/A	144	43.1	Tnon_mito
ENSG00000182307	C8orf33	73.570	72.794	1.011	Neither	-0.0468425	0.93265	0.954879	no	6.753	56.959	0.119	0.648898365316276	2677	113	1872	690	51.6	Tnon_mito
ENSG00000213865	C8orf44	0.766	1.392	0.551	Neither	0.784918	0.1674	0.305692	no	0.070	1.089	0.065	#N/A	1835	157	1203	480	40.76	Tnon_mito
ENSG00000169085	C8orf46	3.541	5.088	0.696	Neither	0.377616	0.49085	0.636862	no	0.325	3.982	0.082	#N/A	3513	440	2447	624	43.57	Tnon_mito
ENSG00000164743	C8orf48	2.595	1.981	1.310	Neither	-1.3434	0.01945	0.0524526	no	0.238	1.550	0.154	#N/A	1445	148	335	960	42.28	Tnon_mito
ENSG00000241852	C8orf58	17.961	17.295	1.039	Neither	-0.101677	0.8535	0.906376	no	1.649	13.533	0.122	#N/A	2021	126	#N/A	1098	60.59	Tnon_mito
ENSG00000176731	C8orf59	39.412	172.569	0.228	depleted	5.8479	0.00005	0.000236361	yes	3.618	135.031	0.027	1.14026236125126	859	615	114	303	38.73	Tnon_mito
ENSG00000189376	C8orf76	16.956	34.926	0.485	depleted	1.55414	0.0089	0.0265296	yes	1.556	27.328	0.057	0.39492385786802	1341	51	145	1143	43.75	Tnon_mito
ENSG00000213563	C8orf82	19.346	60.682	0.319	depleted	2.78648	0.00005	0.000236361	yes	1.776	47.482	0.037	2.09090909090909	2476	215	#N/A	784	67.88	Tmito
ENSG00000198917	C9orf114	15.750	22.130	0.712	Neither	1.15087	0.0427	0.102933	no	1.446	17.316	0.083	1.11158798283262	4286	40	633	1131	57.61	Tnon_mito
ENSG00000160345	C9orf116	0.817	2.280	0.358	Neither	0.964684	0.1064	0.218493	no	0.075	1.784	0.042	#N/A	1278	666	#N/A	411	57.16	Tnon_mito
ENSG00000160401	C9orf117	3.386	1.861	1.819	Neither	-1.63333	0.0054	0.017018	yes	0.311	1.456	0.213	#N/A	2708	39	117	1563	57.75	Tnon_mito
ENSG00000174038	C9orf131	0.885	4.202	0.211	depleted	2.88982	0.00005	0.000236361	yes	0.081	3.288	0.025	#N/A	3409	298	112	3240	50.83	Tnon_mito
ENSG00000148362	C9orf142	6.159	17.296	0.356	depleted	5.3548	0.00005	0.000236361	yes	0.565	13.534	0.042	1.0062630480167	1077	25	170	615	64.9	Tnon_mito
ENSG00000136932	C9orf156	9.785	9.831	0.995	Neither	0.0216288	0.9672	0.976612	no	0.898	7.692	0.117	0.46415770609319	3635	1957	32	1326	41.69	Tnon_mito
ENSG00000171159	C9orf16	6.917	37.984	0.182	depleted	6.7497	0.00005	0.000236361	yes	0.635	29.721	0.021	0.92511013215859	1570	147	312	252	56.88	Tnon_mito
ENSG00000148120	C9orf3	6.639	10.453	0.635	Neither	2.14891	0.0003	0.00124724	yes	0.609	8.179	0.075	0.186795491143317	3136	134	477	2460	42.89	Tnon_mito
ENSG00000135045	C9orf40	2.187	3.539	0.618	Neither	2.73391	0.00005	0.000236361	yes	0.201	2.769	0.072	2.23694779116466	2327	274	1466	585	42.71	Tnon_mito
ENSG00000156017	C9orf41	33.327	15.981	2.085	enriched	-2.94785	0.00005	0.000236361	yes	3.059	12.505	0.245	0.550922213311949	4130	181	367	1230	37.59	Tnon_mito
ENSG00000165118	C9orf64	15.984	11.812	1.353	Neither	-1.53862	0.0076	0.0230968	yes	1.467	9.242	0.159	1.0524861878453	2443	216	186	1026	44.72	Tnon_mito
ENSG00000238227	C9orf69	11.199	9.911	1.130	Neither	-0.645633	0.254	0.406539	no	1.028	7.755	0.133	0.5875	2823	408	1024	420	65.35	Tnon_mito
ENSG00000147894	C9orf72	10.709	10.351	1.035	Neither	-0.136644	0.80745	0.876635	no	0.983	8.100	0.121	0.48	4808	157	31	1446	35.84	Tnon_mito
ENSG00000136819	C9orf78	49.843	42.543	1.172	Neither	-0.770962	0.177	0.318562	no	4.575	33.289	0.137	0.780616078136739	2390	53	870	870	48.01	Tnon_mito
ENSG00000165181	C9orf84	1.749	1.861	0.940	Neither	0.366854	0.5239	0.665666	no	0.161	1.456	0.110	#N/A	5060	244	360	4335	35.81	Tnon_mito
ENSG00000155621	C9orf85	4.256	5.993	0.710	Neither	1.2565	0.03425	0.0853795	no	0.391	4.689	0.083	0.93010752688172	3321	224	3036	540	38.63	Tnon_mito
ENSG00000165233	C9orf89	10.074	40.792	0.247	depleted	5.56558	0.00005	0.000236361	yes	0.925	31.918	0.029	1.02054794520548	2690	127	174	687	49.96	Tpossible_mito
ENSG00000165698	C9orf9	1.391	1.368	1.017	Neither	-0.0598375	0.91605	0.944982	no	0.128	1.070	0.119	1.82222222222222	2536	409	232	669	53.54	Tnon_mito
ENSG00000157693	C9orf91	8.321	5.002	1.664	Neither	-1.93304	0.00075	0.00288898	yes	0.764	3.914	0.195	0.468421052631579	4578	358	847	1032	47.67	Tnon_mito
ENSG00000133742	CA1	0.610	1.131	0.540	Neither	0.690691	0.13125	0.255557	no	0.056	0.885	0.063	#N/A	2785	968	#N/A	786	37.14	Tnon_mito
ENSG00000063180	CA11	4.851	5.577	0.870	Neither	0.719089	0.1705	0.309894	no	0.445	4.364	0.102	0.520547945205479	1844	679	33	987	53.83	Tnon_mito
ENSG00000074410	CA12	15.157	5.187	2.922	enriched	-6.46106	0.00005	0.000236361	yes	1.391	4.059	0.343	#N/A	6413	440	1577	1065	48.45	Tnon_mito
ENSG00000185015	CA13	4.423	3.494	1.266	Neither	-1.21415	0.02705	0.0697694	no	0.406	2.734	0.149	#N/A	3815	301	2723	789	40.99	Tnon_mito
ENSG00000104267	CA2	5.530	7.778	0.711	Neither	1.50557	0.00885	0.0264149	yes	0.508	6.086	0.083	0.234477124183006	1717	229	703	783	38.7	Tnon_mito
ENSG00000169239	CA5B	2.025	1.091	1.857	Neither	-0.956448	0.102	0.211334	no	0.186	0.854	0.218	0.83982683982684	6835	120	349	954	41.71	Tmito
ENSG00000120159	CAAP1	25.262	28.316	0.892	Neither	0.504397	0.37475	0.532116	no	2.319	22.157	0.105	0.5863539445629	2791	183	54	1086	37.23	Tnon_mito
ENSG00000135932	CAB39	20.489	9.592	2.136	enriched	-4.39784	0.00005	0.000236361	yes	1.881	7.506	0.251	1.46495119787045	3826	510	2370	1026	40.78	Tnon_mito
ENSG00000102547	CAB39L	1.641	1.064	1.542	Neither	-1.01885	0.0642	0.144343	no	0.151	0.833	0.181	0.375	3692	466	161	1014	38.39	Tnon_mito
ENSG00000099991	CABIN1	50.175	25.302	1.983	Neither	-2.49603	0.00005	0.000236361	yes	4.606	19.798	0.233	0.275434243176179	7480	312	431	6663	50.24	Tnon_mito
ENSG00000149679	CABLES2	4.119	2.140	1.924	Neither	-2.83751	0.00015	0.000660424	yes	0.378	1.675	0.226	0.921875	3785	8	2338	1437	59.62	Tnon_mito
ENSG00000154040	CABYR	4.109	3.754	1.095	Neither	-0.191489	0.7268	0.821474	no	0.377	2.937	0.128	#N/A	2252	316	#N/A	1482	43.36	Tnon_mito
ENSG00000158966	CACHD1	6.869	2.721	2.525	enriched	-6.11451	0.00005	0.000236361	yes	0.631	2.129	0.296	0.431739773287334	5547	105	1496	3672	39.92	Tnon_mito
ENSG00000141837	CACNA1A	2.083	1.101	1.891	Neither	-1.00988	0.0738	0.162195	no	0.191	0.862	0.222	#N/A	8665	611	665	7539	47.43	Tnon_mito
ENSG00000196557	CACNA1H	7.400	4.335	1.707	Neither	-2.51722	0.00005	0.000236361	yes	0.679	3.392	0.200	0.0807860262008734	8208	349	777	7062	65.12	Tnon_mito
ENSG00000153956	CACNA2D1	25.477	6.781	3.757	enriched	-3.63639	0.00005	0.000236361	yes	2.339	5.306	0.441	0.643343051506317	7563	338	241	3312	34.98	Tnon_mito
ENSG00000151062	CACNA2D4	6.385	9.853	0.648	Neither	1.79863	0.0029	0.00979027	yes	0.586	7.710	0.076	#N/A	5936	362	51	3465	50.46	Tnon_mito
ENSG00000067191	CACNB1	8.864	12.170	0.728	Neither	1.0603	0.06195	0.140259	no	0.814	9.523	0.085	#N/A	5308	207	57	1797	54.39	Tnon_mito
ENSG00000165995	CACNB2	1.059	1.006	1.053	Neither	-0.0917149	0.86325	0.912456	no	0.097	0.787	0.124	0.945054945054945	4464	500	#N/A	1983	40.47	Tnon_mito
ENSG00000167535	CACNB3	19.213	14.880	1.291	Neither	-0.937804	0.1048	0.215805	no	1.764	11.643	0.151	0.761904761904762	4029	425	168	1455	57.6	Tnon_mito
ENSG00000182389	CACNB4	2.939	2.737	1.074	Neither	-0.252485	0.6372	0.754425	no	0.270	2.142	0.126	0.327272727272727	8595	463	83	1563	41.49	Tnon_mito
ENSG00000130433	CACNG6	0.858	1.516	0.566	Neither	2.0716	0.00025	0.00105484	yes	0.079	1.187	0.066	#N/A	1853	589	479	783	49.52	Tnon_mito
ENSG00000105605	CACNG7	3.013	1.830	1.646	Neither	-1.47567	0.00865	0.0258945	yes	0.277	1.432	0.193	#N/A	2688	182	1647	828	51.16	Tnon_mito
ENSG00000105298	CACTIN	15.501	9.917	1.563	Neither	-2.49242	0.00005	0.000236361	yes	1.423	7.760	0.183	0.427769985974755	3612	52	6	2277	61.58	Tnon_mito
ENSG00000151893	CACUL1	47.201	46.025	1.026	Neither	-0.0745434	0.8918	0.930165	no	4.333	36.013	0.120	0.808011049723757	11311	486	#N/A	1110	39.56	Tnon_mito
ENSG00000116161	CACYBP	114.175	238.286	0.479	depleted	2.57882	0.00005	0.000236361	yes	10.481	186.452	0.056	0.621098787722466	2835	526	1635	687	40.31	Tnon_mito
ENSG00000084774	CAD	74.759	41.739	1.791	Neither	-1.85218	0.0008	0.00305868	yes	6.862	32.660	0.210	0.734758932129101	7265	161	424	6678	51.17	Tnon_mito
ENSG00000182985	CADM1	13.223	14.768	0.895	Neither	0.456818	0.4185	0.572477	no	1.214	11.555	0.105	2.718407960199	8588	183	#N/A	1416	38.54	Tnon_mito
ENSG00000162706	CADM3	15.400	7.043	2.187	enriched	-3.02063	0.00005	0.000236361	yes	1.414	5.511	0.257	#N/A	3745	156	1089	1299	46.2	Tnon_mito
ENSG00000105767	CADM4	13.663	22.708	0.602	Neither	1.76149	0.0084	0.025215	yes	1.254	17.768	0.071	3.09090909090909	2178	48	961	1167	53.28	Tnon_mito
